policy_type,suite,task_id,task_name,init_state_id,seed,episode_id,run_id,model,source,control_mode,success,terminal_failure,num_steps,observed_step_rows,step_idx_min,step_idx_max,step_indices_contiguous,reward_sum,max_reward,done_any,instruction,bddl_file,video_path,heuristic_version,heuristic_failure_label,heuristic_close_cycles,heuristic_held_fraction_closed_steps,heuristic_ever_held,heuristic_max_lift_m,heuristic_closed_on_air_fraction
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,9,7,libero_spatial/5/9/7,rollout-openvla,,libero,relative,true,,79,79,0,78,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,7,libero_spatial/6/0/7,rollout-openvla,,libero,relative,true,,114,114,0,113,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,7,libero_spatial/6/1/7,rollout-openvla,,libero,relative,true,,112,112,0,111,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,7,libero_spatial/6/2/7,rollout-openvla,,libero,relative,true,,100,100,0,99,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,7,libero_spatial/6/3/7,rollout-openvla,,libero,relative,true,,109,109,0,108,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,4,7,libero_spatial/6/4/7,rollout-openvla,,libero,relative,true,,100,100,0,99,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,5,7,libero_spatial/6/5/7,rollout-openvla,,libero,relative,true,,116,116,0,115,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,7,libero_spatial/6/6/7,rollout-openvla,,libero,relative,true,,112,112,0,111,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,7,7,libero_spatial/6/7/7,rollout-openvla,,libero,relative,true,,104,104,0,103,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,8,7,libero_spatial/6/8/7,rollout-openvla,,libero,relative,true,,108,108,0,107,true,1,1,true,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,9,7,libero_spatial/6/9/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl next to the cookie box and place it on the plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__6__9__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,12,0.151041666667,true,0.10066229105,0.651041666667
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,7,libero_spatial/7/0/7,rollout-openvla,,libero,relative,true,,114,114,0,113,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,7,libero_spatial/7/1/7,rollout-openvla,,libero,relative,true,,111,111,0,110,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,7,libero_spatial/7/2/7,rollout-openvla,,libero,relative,true,,133,133,0,132,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,7,libero_spatial/7/3/7,rollout-openvla,,libero,relative,true,,122,122,0,121,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,7,libero_spatial/7/4/7,rollout-openvla,,libero,relative,true,,121,121,0,120,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,5,7,libero_spatial/7/5/7,rollout-openvla,,libero,relative,true,,121,121,0,120,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,6,7,libero_spatial/7/6/7,rollout-openvla,,libero,relative,true,,108,108,0,107,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,7,libero_spatial/7/7/7,rollout-openvla,,libero,relative,true,,125,125,0,124,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,7,libero_spatial/7/8/7,rollout-openvla,,libero,relative,true,,123,123,0,122,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,7,libero_spatial/7/9/7,rollout-openvla,,libero,relative,true,,96,96,0,95,true,1,1,true,pick up the black bowl on the stove and place it on the plate,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__7__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,7,libero_spatial/8/0/7,rollout-openvla,,libero,relative,true,,127,127,0,126,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,7,libero_spatial/8/1/7,rollout-openvla,,libero,relative,true,,103,103,0,102,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,7,libero_spatial/8/2/7,rollout-openvla,,libero,relative,true,,116,116,0,115,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,3,7,libero_spatial/8/3/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__3__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,5,1,true,0.147294104099,0
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,4,7,libero_spatial/8/4/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__4__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,14,0.271186440678,true,0.0804107785225,0.661016949153
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,5,7,libero_spatial/8/5/7,rollout-openvla,,libero,relative,true,,106,106,0,105,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,6,7,libero_spatial/8/6/7,rollout-openvla,,libero,relative,true,,91,91,0,90,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,7,7,libero_spatial/8/7/7,rollout-openvla,,libero,relative,true,,102,102,0,101,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,7,libero_spatial/8/8/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__8__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,2,1,true,0.123632013798,0
openvla,libero_spatial,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,9,7,libero_spatial/8/9/7,rollout-openvla,,libero,relative,true,,91,91,0,90,true,1,1,true,pick up the black bowl next to the plate and place it on the plate,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__8__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,7,libero_spatial/9/0/7,rollout-openvla,,libero,relative,true,,115,115,0,114,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1,7,libero_spatial/9/1/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__1__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,8,0.902173913043,true,0.291890978813,0.0217391304348
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2,7,libero_spatial/9/2/7,rollout-openvla,,libero,relative,true,,113,113,0,112,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,3,7,libero_spatial/9/3/7,rollout-openvla,,libero,relative,true,,127,127,0,126,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,4,7,libero_spatial/9/4/7,rollout-openvla,,libero,relative,true,,119,119,0,118,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5,7,libero_spatial/9/5/7,rollout-openvla,,libero,relative,true,,119,119,0,118,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,6,7,libero_spatial/9/6/7,rollout-openvla,,libero,relative,true,,130,130,0,129,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,7,7,libero_spatial/9/7/7,rollout-openvla,,libero,relative,true,,121,121,0,120,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,8,7,libero_spatial/9/8/7,rollout-openvla,,libero,relative,true,,128,128,0,127,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,7,libero_spatial/9/9/7,rollout-openvla,,libero,relative,true,,131,131,0,130,true,1,1,true,pick up the black bowl on the wooden cabinet and place it on the plate,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__9__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,7,libero_spatial/0/0/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,72,72,0,71,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,7,libero_spatial/0/1/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,77,77,0,76,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2,7,libero_spatial/0/2/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,79,79,0,78,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,3,7,libero_spatial/0/3/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,74,74,0,73,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,4,7,libero_spatial/0/4/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,74,74,0,73,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,5,7,libero_spatial/0/5/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,73,73,0,72,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,6,7,libero_spatial/0/6/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,75,75,0,74,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,7,7,libero_spatial/0/7/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,77,77,0,76,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,7,libero_spatial/0/8/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,77,77,0,76,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,9,7,libero_spatial/0/9/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,75,75,0,74,true,1,1,true,pick up the black bowl between the plate and the ramekin and place it on the plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__0__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,7,libero_spatial/1/0/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,104,104,0,103,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,7,libero_spatial/1/1/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,96,96,0,95,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,2,7,libero_spatial/1/2/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,108,108,0,107,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,3,7,libero_spatial/1/3/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,105,105,0,104,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,4,7,libero_spatial/1/4/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,108,108,0,107,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,5,7,libero_spatial/1/5/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,104,104,0,103,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,6,7,libero_spatial/1/6/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,100,100,0,99,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
vla_jepa,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,7,libero_spatial/1/7/7,rollout-vla_jepa,lerobot/VLA-JEPA-LIBERO,libero,relative,true,,144,144,0,143,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/vla_jepa/libero_spatial__1__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
